"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID  (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"103","Wdfy3","72145","1096875","Wdfy3","Fly","38505","FBgn0263110","CG43367","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (CG43367)    DRscDB Data: (CG43367)"
"104","Aspm","12316","1334448","Aspm","Fly","42946","FBgn0000140","asp","","9","8.58","high","Yes","Yes","Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam","","Add","G2F details (asp)    DRscDB Data: (asp)"
"105","Atp2b2","11941","105368","Atp2b2","Fly","43787","FBgn0259214","PMCA","","11","10.96","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam","","Add","G2F details (PMCA)    DRscDB Data: (PMCA)"
"105","Atp2b2","11941","105368","Atp2b2","Fly","40495","FBgn0052451","SPoCk","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (SPoCk)    DRscDB Data: (SPoCk)"
"105","Atp2b2","11941","105368","Atp2b2","Fly","317815","FBgn0052000","anne","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (anne)    DRscDB Data: (anne)"
"106","Avpr1a","54140","1859216","Avpr1a","Fly","2768688","FBgn0039396","CCAP-R","","3","2.94","moderate","Yes","No","Compara, Hieranoid, OMA","","Add","G2F details (CCAP-R)    DRscDB Data: (CCAP-R)"
"107","Cacna1h","58226","1928842","Cacna1h","Fly","31550","FBgn0264386","Ca-alpha1T","","9","8.95","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam","","Add","G2F details (Ca-alpha1T)    DRscDB Data: (Ca-alpha1T)"
"107","Cacna1h","58226","1928842","Cacna1h","Fly","45338","FBgn0002917","na","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (na)    DRscDB Data: (na)"
"107","Cacna1h","58226","1928842","Cacna1h","Fly","32158","FBgn0263111","cac","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (cac)    DRscDB Data: (cac)"
"107","Cacna1h","58226","1928842","Cacna1h","Fly","34950","FBgn0001991","Ca-alpha1D","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (Ca-alpha1D)    DRscDB Data: (Ca-alpha1D)"
"108","Cc2d1a","212139","2384831","Cc2d1a","Fly","34543","FBgn0261983","l(2)gd1","","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (l(2)gd1)    DRscDB Data: (l(2)gd1)"
"109","Cntn4","269784","1095737","Cntn4","Fly","40553","FBgn0037240","Cont","","11","10.77","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam","","Add","G2F details (Cont)    DRscDB Data: (Cont)"
"109","Cntn4","269784","1095737","Cntn4","Fly","31792","FBgn0264975","Nrg","","2","2","low","No","No","eggNOG, Panther","","Add","G2F details (Nrg)    DRscDB Data: (Nrg)"
"110","Cntnap4","170571","2183572","Cntnap4","Fly","39387","FBgn0013997","Nrx-IV","","10","9.84","moderate","Yes","No","eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","G2F details (Nrx-IV)    DRscDB Data: (Nrx-IV)"
"110","Cntnap4","170571","2183572","Cntnap4","Fly","43923","FBgn0262870","axo","","4","3.87","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, TreeFam","","Add","G2F details (axo)    DRscDB Data: (axo)"
"111","Ctnnd2","18163","1195966","Ctnnd2","Fly","3355143","FBgn0260799","p120ctn","","10","9.99","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp","","Add","G2F details (p120ctn)    DRscDB Data: (p120ctn)"
"112","Cttnbp2","30785","1353467","Cttnbp2","Fly","37076","FBgn0034308","CG10915","","3","2.87","moderate","Yes","No","OrthoInspector, Phylome, TreeFam","","Add","G2F details (CG10915)    DRscDB Data: (CG10915)"
"113","Cyfip1","20430","1338801","Cyfip1","Fly","41861","FBgn0038320","Sra-1","","13","12.74","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (Sra-1)    DRscDB Data: (Sra-1)"
"113","Disc1","244667","2447658","Disc1","","none found","","","","","","","","","","","",""
"114","Dlgap1","224997","1346065","Dlgap1","Fly","46078","FBgn0259978","vlc","","7","6.9","high","Yes","Yes","eggNOG, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (vlc)    DRscDB Data: (vlc)"
"114","Dlgap1","224997","1346065","Dlgap1","Fly","36498","FBgn0033845","mars","","2","2","low","No","No","eggNOG, Panther","","Add","G2F details (mars)    DRscDB Data: (mars)"
"115","Erbin","59079","1890169","Erbin","Fly","36670","FBgn0033984","Lap1","","9","8.68","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoInspector, orthoMCL, Phylome, TreeFam","","Add","G2F details (Lap1)    DRscDB Data: (Lap1)"
"115","Erbin","59079","1890169","Erbin","Fly","44448","FBgn0263289","scrib","","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","G2F details (scrib)    DRscDB Data: (scrib)"
"116","Grik2","14806","95815","Grik2","Fly","42473","FBgn0038837","KaiR1D","","10","9.91","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther","","Add","G2F details (KaiR1D)    DRscDB Data: (KaiR1D)"
"116","Grik2","14806","95815","Grik2","Fly","43806","FBgn0039916","Ekar","","9","8.71","moderate","No","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam","","Add","G2F details (Ekar)    DRscDB Data: (Ekar)"
"116","Grik2","14806","95815","Grik2","Fly","42476","FBgn0038840","Grik","","8","7.79","moderate","No","Yes","Compara, eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, orthoMCL, Panther","","Add","G2F details (Grik)    DRscDB Data: (Grik)"
"116","Grik2","14806","95815","Grik2","Fly","44483","FBgn0028422","GluRIID","","7","6.84","moderate","No","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther","","Add","G2F details (GluRIID)    DRscDB Data: (GluRIID)"
"116","Grik2","14806","95815","Grik2","Fly","35394","FBgn0026255","clumsy","","7","6.84","moderate","No","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther","","Add","G2F details (clumsy)    DRscDB Data: (clumsy)"
"116","Grik2","14806","95815","Grik2","Fly","318623","FBgn0051201","GluRIIE","","7","6.79","moderate","No","Yes","Compara, eggNOG, Hieranoid, Isobase, OrthoDB, orthoMCL, Panther","","Add","G2F details (GluRIIE)    DRscDB Data: (GluRIIE)"
"116","Grik2","14806","95815","Grik2","Fly","43822","FBgn0039927","CG11155","","7","6.75","moderate","No","Yes","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome","","Add","G2F details (CG11155)    DRscDB Data: (CG11155)"
"116","Grik2","14806","95815","Grik2","Fly","33789","FBgn0020429","GluRIIB","","4","3.94","moderate","No","Yes","Compara, eggNOG, OrthoDB, Panther","","Add","G2F details (GluRIIB)    DRscDB Data: (GluRIIB)"
"116","Grik2","14806","95815","Grik2","Fly","33275","FBgn0046113","GluRIIC","","4","3.94","moderate","No","Yes","Compara, eggNOG, OrthoDB, Panther","","Add","G2F details (GluRIIC)    DRscDB Data: (GluRIIC)"
"116","Grik2","14806","95815","Grik2","Fly","33788","FBgn0004620","GluRIIA","","4","3.94","moderate","No","Yes","Compara, eggNOG, OrthoDB, Panther","","Add","G2F details (GluRIIA)    DRscDB Data: (GluRIIA)"
"116","Grik2","14806","95815","Grik2","Fly","40198","FBgn0036937","Ir76b","","3","2.93","moderate","No","Yes","Compara, eggNOG, Panther","","Add","G2F details (Ir76b)    DRscDB Data: (Ir76b)"
"116","Grik2","14806","95815","Grik2","Fly","33683","FBgn0031634","Ir25a","","3","2.93","moderate","No","Yes","Compara, eggNOG, Panther","","Add","G2F details (Ir25a)    DRscDB Data: (Ir25a)"
"116","Grik2","14806","95815","Grik2","Fly","7354417","FBgn0259189","Ir7e","","3","2.74","moderate","No","Yes","Compara, eggNOG, Phylome","","Add","G2F details (Ir7e)    DRscDB Data: (Ir7e)"
"116","Grik2","14806","95815","Grik2","Fly","33157","FBgn0031209","Ir21a","","2","2","moderate","No","Yes","eggNOG, Panther","","Add","G2F details (Ir21a)    DRscDB Data: (Ir21a)"
"116","Grik2","14806","95815","Grik2","Fly","31867","FBgn0052704","Ir8a","","2","2","moderate","No","Yes","eggNOG, Panther","","Add","G2F details (Ir8a)    DRscDB Data: (Ir8a)"
"116","Grik2","14806","95815","Grik2","Fly","31692","FBgn0029966","Ir7c","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir7c)    DRscDB Data: (Ir7c)"
"116","Grik2","14806","95815","Grik2","Fly","37881","FBgn0034994","Ir60a","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir60a)    DRscDB Data: (Ir60a)"
"116","Grik2","14806","95815","Grik2","Fly","41052","FBgn0037630","Ir85a","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir85a)    DRscDB Data: (Ir85a)"
"116","Grik2","14806","95815","Grik2","Fly","31694","FBgn0029968","Ir7g","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir7g)    DRscDB Data: (Ir7g)"
"116","Grik2","14806","95815","Grik2","Fly","8673994","FBgn0261402","Ir75b","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir75b)    DRscDB Data: (Ir75b)"
"116","Grik2","14806","95815","Grik2","Fly","39269","FBgn0036150","Ir68a","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir68a)    DRscDB Data: (Ir68a)"
"116","Grik2","14806","95815","Grik2","Fly","31690","FBgn0029965","Ir7b","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir7b)    DRscDB Data: (Ir7b)"
"116","Grik2","14806","95815","Grik2","Fly","318912","FBgn0051718","Ir31a","","2","2","low","No","No","eggNOG, Panther","","Add","G2F details (Ir31a)    DRscDB Data: (Ir31a)"
"116","Grik2","14806","95815","Grik2","Fly","38616","FBgn0035604","Ir64a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir64a)    DRscDB Data: (Ir64a)"
"116","Grik2","14806","95815","Grik2","Fly","39983","FBgn0261401","Ir75c","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir75c)    DRscDB Data: (Ir75c)"
"116","Grik2","14806","95815","Grik2","Fly","44484","FBgn0264000","GluRIB","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (GluRIB)    DRscDB Data: (GluRIB)"
"116","Grik2","14806","95815","Grik2","Fly","42471","FBgn0259215","Ir93a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir93a)    DRscDB Data: (Ir93a)"
"116","Grik2","14806","95815","Grik2","Fly","38742","FBgn0004619","GluRIA","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (GluRIA)    DRscDB Data: (GluRIA)"
"116","Grik2","14806","95815","Grik2","Fly","31107","FBgn0053513","Nmdar2","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Nmdar2)    DRscDB Data: (Nmdar2)"
"116","Grik2","14806","95815","Grik2","Fly","39982","FBgn0036757","Ir75a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir75a)    DRscDB Data: (Ir75a)"
"116","Grik2","14806","95815","Grik2","Fly","40065","FBgn0036829","Ir75d","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir75d)    DRscDB Data: (Ir75d)"
"116","Grik2","14806","95815","Grik2","Fly","40891","FBgn0037501","Ir84a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir84a)    DRscDB Data: (Ir84a)"
"117","Grin1","14810","95819","Grin1","Fly","40665","FBgn0010399","Nmdar1","","13","12.78","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","G2F details (Nmdar1)    DRscDB Data: (Nmdar1)"
"118","Grid1","14803","95812","Grid1","Fly","43822","FBgn0039927","CG11155","","4","3.88","moderate","Yes","No","Compara, eggNOG, Isobase, Panther","","Add","G2F details (CG11155)    DRscDB Data: (CG11155)"
"118","Grid1","14803","95812","Grid1","Fly","40198","FBgn0036937","Ir76b","","3","2.93","moderate","No","Yes","Compara, eggNOG, Panther","","Add","G2F details (Ir76b)    DRscDB Data: (Ir76b)"
"118","Grid1","14803","95812","Grid1","Fly","33683","FBgn0031634","Ir25a","","3","2.93","moderate","No","Yes","Compara, eggNOG, Panther","","Add","G2F details (Ir25a)    DRscDB Data: (Ir25a)"
"118","Grid1","14803","95812","Grid1","Fly","33157","FBgn0031209","Ir21a","","2","2","moderate","No","Yes","eggNOG, Panther","","Add","G2F details (Ir21a)    DRscDB Data: (Ir21a)"
"118","Grid1","14803","95812","Grid1","Fly","31867","FBgn0052704","Ir8a","","2","2","moderate","No","Yes","eggNOG, Panther","","Add","G2F details (Ir8a)    DRscDB Data: (Ir8a)"
"118","Grid1","14803","95812","Grid1","Fly","31692","FBgn0029966","Ir7c","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir7c)    DRscDB Data: (Ir7c)"
"118","Grid1","14803","95812","Grid1","Fly","37881","FBgn0034994","Ir60a","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir60a)    DRscDB Data: (Ir60a)"
"118","Grid1","14803","95812","Grid1","Fly","41052","FBgn0037630","Ir85a","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir85a)    DRscDB Data: (Ir85a)"
"118","Grid1","14803","95812","Grid1","Fly","31694","FBgn0029968","Ir7g","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir7g)    DRscDB Data: (Ir7g)"
"118","Grid1","14803","95812","Grid1","Fly","8673994","FBgn0261402","Ir75b","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir75b)    DRscDB Data: (Ir75b)"
"118","Grid1","14803","95812","Grid1","Fly","39269","FBgn0036150","Ir68a","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir68a)    DRscDB Data: (Ir68a)"
"118","Grid1","14803","95812","Grid1","Fly","31690","FBgn0029965","Ir7b","","2","1.83","moderate","No","Yes","Compara, eggNOG","","Add","G2F details (Ir7b)    DRscDB Data: (Ir7b)"
"118","Grid1","14803","95812","Grid1","Fly","44483","FBgn0028422","GluRIID","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (GluRIID)    DRscDB Data: (GluRIID)"
"118","Grid1","14803","95812","Grid1","Fly","43806","FBgn0039916","Ekar","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (Ekar)    DRscDB Data: (Ekar)"
"118","Grid1","14803","95812","Grid1","Fly","35394","FBgn0026255","clumsy","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (clumsy)    DRscDB Data: (clumsy)"
"118","Grid1","14803","95812","Grid1","Fly","33789","FBgn0020429","GluRIIB","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (GluRIIB)    DRscDB Data: (GluRIIB)"
"118","Grid1","14803","95812","Grid1","Fly","42476","FBgn0038840","Grik","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (Grik)    DRscDB Data: (Grik)"
"118","Grid1","14803","95812","Grid1","Fly","33275","FBgn0046113","GluRIIC","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (GluRIIC)    DRscDB Data: (GluRIIC)"
"118","Grid1","14803","95812","Grid1","Fly","318623","FBgn0051201","GluRIIE","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (GluRIIE)    DRscDB Data: (GluRIIE)"
"118","Grid1","14803","95812","Grid1","Fly","33788","FBgn0004620","GluRIIA","","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","G2F details (GluRIIA)    DRscDB Data: (GluRIIA)"
"118","Grid1","14803","95812","Grid1","Fly","42473","FBgn0038837","KaiR1D","","2","2","low","No","No","eggNOG, Panther","","Add","G2F details (KaiR1D)    DRscDB Data: (KaiR1D)"
"118","Grid1","14803","95812","Grid1","Fly","318912","FBgn0051718","Ir31a","","2","2","low","No","No","eggNOG, Panther","","Add","G2F details (Ir31a)    DRscDB Data: (Ir31a)"
"118","Grid1","14803","95812","Grid1","Fly","38616","FBgn0035604","Ir64a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir64a)    DRscDB Data: (Ir64a)"
"118","Grid1","14803","95812","Grid1","Fly","39983","FBgn0261401","Ir75c","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir75c)    DRscDB Data: (Ir75c)"
"118","Grid1","14803","95812","Grid1","Fly","44484","FBgn0264000","GluRIB","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (GluRIB)    DRscDB Data: (GluRIB)"
"118","Grid1","14803","95812","Grid1","Fly","42471","FBgn0259215","Ir93a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir93a)    DRscDB Data: (Ir93a)"
"118","Grid1","14803","95812","Grid1","Fly","38742","FBgn0004619","GluRIA","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (GluRIA)    DRscDB Data: (GluRIA)"
"118","Grid1","14803","95812","Grid1","Fly","7354417","FBgn0259189","Ir7e","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir7e)    DRscDB Data: (Ir7e)"
"118","Grid1","14803","95812","Grid1","Fly","31107","FBgn0053513","Nmdar2","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Nmdar2)    DRscDB Data: (Nmdar2)"
"118","Grid1","14803","95812","Grid1","Fly","39982","FBgn0036757","Ir75a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir75a)    DRscDB Data: (Ir75a)"
"118","Grid1","14803","95812","Grid1","Fly","40065","FBgn0036829","Ir75d","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir75d)    DRscDB Data: (Ir75d)"
"118","Grid1","14803","95812","Grid1","Fly","40891","FBgn0037501","Ir84a","","2","1.83","low","No","No","Compara, eggNOG","","Add","G2F details (Ir84a)    DRscDB Data: (Ir84a)"
"119","Grip1","74053","1921303","Grip1","Fly","50391","FBgn0029830","Grip","","10","9.77","high","Yes","Yes","eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam","","Add","G2F details (Grip)    DRscDB Data: (Grip)"
"119","Grip1","74053","1921303","Grip1","Fly","37403","FBgn0034590","Magi","","2","1.84","low","No","No","Compara, Phylome","","Add","G2F details (Magi)    DRscDB Data: (Magi)"
"119","Hmgn1","15312","96120","Hmgn1","","none found","","","","","","","","","","","",""
"120","Itgb3","16416","96612","Itgb3","Fly","44885","FBgn0004657","mys","","8","7.89","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoInspector, orthoMCL, Panther","","Add","G2F details (mys)    DRscDB Data: (mys)"
"120","Itgb3","16416","96612","Itgb3","Fly","35368","FBgn0010395","Itgbn","","5","4.85","moderate","No","No","Compara, eggNOG, OrthoDB, Panther, Phylome","","Add","G2F details (Itgbn)    DRscDB Data: (Itgbn)"
"121","Kcnq2","16536","1309503","Kcnq2","Fly","36071","FBgn0033494","KCNQ","","7","6.93","moderate","Yes","No","eggNOG, Inparanoid, OrthoDB, OrthoInspector, Panther, Phylome, TreeFam","","Add","G2F details (KCNQ)    DRscDB Data: (KCNQ)"
"122","Kirrel3","67703","1914953","Kirrel3","Fly","31290","FBgn0003285","rst","","12","11.77","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","G2F details (rst)    DRscDB Data: (rst)"
"122","Kirrel3","67703","1914953","Kirrel3","Fly","31292","FBgn0028369","kirre","","11","10.88","moderate","No","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam","","Add","G2F details (kirre)    DRscDB Data: (kirre)"
"123","Met","17295","96969","Met","Fly","53425","FBgn0040505","Alk","","1","0.9","low","Yes","No","eggNOG","","Add","G2F details (Alk)    DRscDB Data: (Alk)"
"123","Met","17295","96969","Met","Fly","43766","FBgn0025740","PlexB","","1","0.9","low","Yes","No","eggNOG","","Add","G2F details (PlexB)    DRscDB Data: (PlexB)"
"123","Met","17295","96969","Met","Fly","43832","FBgn0025741","PlexA","","1","0.9","low","Yes","No","eggNOG","","Add","G2F details (PlexA)    DRscDB Data: (PlexA)"
"123","Met","17295","96969","Met","Fly","32039","FBgn0003366","sev","","1","0.9","low","Yes","No","eggNOG","","Add","G2F details (sev)    DRscDB Data: (sev)"
"124","Mir137","387155","2676822","Mir137","Fly","12798490","FBgn0262446","mir-137","","1","0.93","low","Yes","Yes","Compara","","Add","G2F details (mir-137)    DRscDB Data: (mir-137)"
"125","Nexmif","245555","2148050","Nexmif","Fly","47186","FBgn0002891","mus205","","1","0.93","low","Yes","No","Compara","","Add","G2F details (mus205)    DRscDB Data: (mus205)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40912","FBgn0083963","Nlg3","","11","10.89","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (Nlg3)    DRscDB Data: (Nlg3)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","33962","FBgn0031866","Nlg2","","9","8.91","moderate","No","Yes","eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","G2F details (Nlg2)    DRscDB Data: (Nlg2)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","42402","FBgn0083975","Nlg4","","8","7.93","moderate","No","No","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam","","Add","G2F details (Nlg4)    DRscDB Data: (Nlg4)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40913","FBgn0051146","Nlg1","","7","6.78","moderate","No","Yes","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam","","Add","G2F details (Nlg1)    DRscDB Data: (Nlg1)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","34927","FBgn0001987","Gli","","4","4.01","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, Panther","","Add","G2F details (Gli)    DRscDB Data: (Gli)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","41330","FBgn0027584","CG4757","","4","3.74","moderate","No","No","Compara, eggNOG, OrthoDB, orthoMCL","","Add","G2F details (CG4757)    DRscDB Data: (CG4757)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","37854","FBgn0034972","CG10339","","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","G2F details (CG10339)    DRscDB Data: (CG10339)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40901","FBgn0015575","alpha-Est7","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est7)    DRscDB Data: (alpha-Est7)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40899","FBgn0015576","alpha-Est8","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est8)    DRscDB Data: (alpha-Est8)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","39392","FBgn0000592","Est-6","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Est-6)    DRscDB Data: (Est-6)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40908","FBgn0015570","alpha-Est2","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est2)    DRscDB Data: (alpha-Est2)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","34278","FBgn0032131","CG3841","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG3841)    DRscDB Data: (CG3841)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40905","FBgn0261393","alpha-Est5","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est5)    DRscDB Data: (alpha-Est5)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","39393","FBgn0000594","Est-P","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Est-P)    DRscDB Data: (Est-P)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","36779","FBgn0034076","Jhedup","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Jhedup)    DRscDB Data: (Jhedup)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40902","FBgn0015574","alpha-Est6","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est6)    DRscDB Data: (alpha-Est6)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","34194","FBgn0032057","CG9287","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG9287)    DRscDB Data: (CG9287)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","34279","FBgn0032132","CG4382","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG4382)    DRscDB Data: (CG4382)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","37572","FBgn0034736","gas","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (gas)    DRscDB Data: (gas)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","40909","FBgn0015568","alpha-Est1","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (alpha-Est1)    DRscDB Data: (alpha-Est1)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","36780","FBgn0010052","Jhe","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Jhe)    DRscDB Data: (Jhe)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","34193","FBgn0001114","Glt","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Glt)    DRscDB Data: (Glt)"
"126","Nlgn1","192167","2179435","Nlgn1","Fly","34195","FBgn0032058","CG9289","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (CG9289)    DRscDB Data: (CG9289)"
